rule_index,direction,offset,multiplier,intercept,centered_score,matches,incorrect,matrix_total
2412,-1,4,13,12,-4304,26327,661049,425536
2413,-1,4,13,13,-2708,30329,657047,487972
2414,-1,4,13,14,3050,27243,660133,432838
2415,-1,4,13,15,-6041,31296,656080,506777
2416,-1,4,13,16,-325,25261,662115,404501
2417,-1,4,13,17,2670,30683,656693,488258
2418,-1,4,13,18,2239,28922,658454,460513
2419,-1,4,13,19,1586,29958,657418,477742
2420,-1,4,13,20,3071,26323,661053,418097
2421,-1,4,13,21,249,30528,656848,488199
2422,-1,4,13,22,-1542,27883,659493,447670
2423,-1,4,13,23,2850,30955,656421,492430
2424,-1,4,17,0,-2181,26348,661028,423749
2425,-1,4,17,1,5870,30507,656869,482242
2426,-1,4,17,2,-1092,26581,660795,426388
2427,-1,4,17,3,-3060,27891,659485,449316
2428,-1,4,17,4,2716,26289,661087,417908
2429,-1,4,17,5,-1801,31775,655601,510201
2430,-1,4,17,6,260,29360,658016,469500
2431,-1,4,17,7,221,29335,658041,469139
2432,-1,4,17,8,4077,25085,662291,397283
2433,-1,4,17,9,-2361,31589,655787,507785
2434,-1,4,17,10,1904,26516,660860,422352
2435,-1,4,17,11,3876,30706,656670,487420
2436,-1,4,17,12,-2979,25594,661782,412483
2437,-1,4,17,13,-233,32195,655181,515353
2438,-1,4,17,14,-1518,26998,660378,433486
2439,-1,4,17,15,1700,31540,655836,502940
2440,-1,4,17,16,-1776,25408,661968,408304
2441,-1,4,17,17,-3120,31427,655949,505952
2442,-1,4,17,18,-1194,25885,661491,415354
2443,-1,4,17,19,3186,29923,657453,475582
2444,-1,4,17,20,-7432,27891,659485,453688
2445,-1,4,17,21,4833,31781,655595,503663
2446,-1,4,17,22,1937,28170,659206,448783
2447,-1,4,17,23,-1833,28582,658794,459145
2448,-1,4,19,0,-2302,25780,661596,414782
2449,-1,4,19,1,111,30100,657276,481489
2450,-1,4,19,2,1675,29827,657549,475557
2451,-1,4,19,3,-1886,30242,657134,485758
2452,-1,4,19,4,825,24726,662650,394791
2453,-1,4,19,5,470,29358,658018,469258
2454,-1,4,19,6,-1350,27029,660347,433814
2455,-1,4,19,7,1901,29632,657744,472211
2456,-1,4,19,8,207,26009,661367,415937
2457,-1,4,19,9,2247,29396,657980,468089
2458,-1,4,19,10,-4609,27250,660126,440609
2459,-1,4,19,11,-1840,31331,656045,503136
2460,-1,4,19,12,-4041,25878,661498,418089
2461,-1,4,19,13,3718,30801,656575,489098
2462,-1,4,19,14,131,25851,661525,413485
2463,-1,4,19,15,2676,32434,654942,516268
2464,-1,4,19,16,-391,26302,661074,421223
2465,-1,4,19,17,440,30272,657104,483912
2466,-1,4,19,18,2170,28682,658694,456742
2467,-1,4,19,19,-1733,31412,655964,504325
2468,-1,4,19,20,-196,25486,661890,407972
2469,-1,4,19,21,-1859,30716,656660,493315
2470,-1,4,19,22,603,27305,660071,436277
2471,-1,4,19,23,3033,31557,655819,501879
2472,-1,4,23,0,-3525,26611,660765,429301
2473,-1,4,23,1,2426,30682,656694,488486
2474,-1,4,23,2,-739,27010,660366,432899
2475,-1,4,23,3,1250,30428,656948,485598
2476,-1,4,23,4,1402,27043,660333,431286
2477,-1,4,23,5,2763,31956,655420,508533
2478,-1,4,23,6,-610,28189,659187,451634
2479,-1,4,23,7,3813,29557,657819,469099
2480,-1,4,23,8,-715,24400,662976,391115
2481,-1,4,23,9,-325,30321,657055,485461
2482,-1,4,23,10,1172,27426,659950,437644
2483,-1,4,23,11,1685,33652,653724,536747
2484,-1,4,23,12,-2044,24435,662941,393004
2485,-1,4,23,13,1637,29696,657680,473499
2486,-1,4,23,14,-3616,28192,659184,454688
2487,-1,4,23,15,-317,31546,655830,505053
2488,-1,4,23,16,-121,24739,662637,395945
2489,-1,4,23,17,-1878,27482,659894,441590
2490,-1,4,23,18,85,27952,659424,447147
2491,-1,4,23,19,1168,32025,655351,511232
2492,-1,4,23,20,-895,26953,660423,432143
2493,-1,4,23,21,504,30506,656870,487592
2494,-1,4,23,22,2328,27175,660201,432472
2495,-1,4,23,23,-5448,29400,657976,475848
2496,-1,5,1,0,3006,25342,662034,402466
2497,-1,5,1,1,2197,30907,656469,492315
2498,-1,5,1,2,1558,26293,661083,419130
2499,-1,5,1,3,390,31595,655781,505130
2500,-1,5,1,4,28,25770,661606,412292
2501,-1,5,1,5,1540,31155,656221,496940
2502,-1,5,1,6,-2171,26934,660442,433115
2503,-1,5,1,7,998,31485,655891,502762
2504,-1,5,1,8,-6013,26041,661335,422669
2505,-1,5,1,9,-1850,29988,657388,481658
2506,-1,5,1,10,2067,25713,661663,409341
2507,-1,5,1,11,-3369,28807,658569,464281
2508,-1,5,1,12,3441,28176,659200,447375
2509,-1,5,1,13,1770,31912,655464,508822
2510,-1,5,1,14,2878,28151,659225,447538
2511,-1,5,1,15,-1701,28271,659105,454037
2512,-1,5,1,16,1460,25240,662136,402380
2513,-1,5,1,17,-2004,32570,654806,523124
2514,-1,5,1,18,-1326,27174,660202,436110
2515,-1,5,1,19,-1039,27694,659682,444143
2516,-1,5,1,20,2133,26650,660726,424267
2517,-1,5,1,21,-377,32725,654651,523977
2518,-1,5,1,22,-1943,29183,658193,468871
2519,-1,5,1,23,-1673,29600,657776,475273
2520,-1,5,5,0,-281,25946,661430,415417
2521,-1,5,5,1,-395,31464,655912,503819
2522,-1,5,5,2,374,27485,659891,439386
2523,-1,5,5,3,-1199,29213,658163,468607
2524,-1,5,5,4,698,25670,661706,410022
2525,-1,5,5,5,-4465,31559,655817,509409
2526,-1,5,5,6,195,28956,658420,463101
2527,-1,5,5,7,-2507,30612,656764,492299
2528,-1,5,5,8,-687,26602,660774,426319
2529,-1,5,5,9,2207,31773,655603,506161
2530,-1,5,5,10,-798,28797,658579,461550
2531,-1,5,5,11,-583,28330,659046,453863
2532,-1,5,5,12,4847,26586,660790,420529
2533,-1,5,5,13,-1973,30726,656650,493589
2534,-1,5,5,14,-514,26221,661155,420050
2535,-1,5,5,15,2612,30358,657018,483116
2536,-1,5,5,16,785,26054,661322,416079
2537,-1,5,5,17,1850,31883,655493,508278
2538,-1,5,5,18,-448,26387,660989,422640
2539,-1,5,5,19,-3752,28061,659315,452728
2540,-1,5,5,20,-1307,26361,661015,423083
2541,-1,5,5,21,4052,31852,655524,505580
2542,-1,5,5,22,2254,25602,661774,407378
2543,-1,5,5,23,-965,30878,656498,495013
2544,-1,5,7,0,1687,23710,663666,377673
2545,-1,5,7,1,-439,30312,657064,485431
2546,-1,5,7,2,-1593,27345,660031,439113
2547,-1,5,7,3,-68,33106,654270,529764
2548,-1,5,7,4,3280,24820,662556,393840
2549,-1,5,7,5,-2237,30432,656944,489149
2550,-1,5,7,6,-144,28145,659231,450464
2551,-1,5,7,7,4822,30667,656709,485850
2552,-1,5,7,8,2074,26050,661326,414726
2553,-1,5,7,9,-2835,28879,658497,464899
2554,-1,5,7,10,-547,27409,659967,439091
2555,-1,5,7,11,1853,32053,655323,510995
2556,-1,5,7,12,38,28330,659046,453242
2557,-1,5,7,13,-885,30274,657102,485269
2558,-1,5,7,14,1898,28251,659125,450118
2559,-1,5,7,15,-533,29541,657835,473189
2560,-1,5,7,16,-4246,26086,661290,421622
2561,-1,5,7,17,-2191,29004,658372,466255
2562,-1,5,7,18,1369,27441,659935,437687
2563,-1,5,7,19,428,30745,656631,491492
2564,-1,5,7,20,-1823,25489,661887,409647
2565,-1,5,7,21,-102,31053,656323,496950
2566,-1,5,7,22,3125,27591,659785,438331
2567,-1,5,7,23,-2931,30643,656733,493219
2568,-1,5,11,0,-1656,26715,660661,429096
2569,-1,5,11,1,-4577,28329,659047,457841
2570,-1,5,11,2,-586,28372,659004,454538
2571,-1,5,11,3,4018,32919,654457,522686
2572,-1,5,11,4,-855,26054,661322,417719
2573,-1,5,11,5,-307,29212,658164,467699
2574,-1,5,11,6,2617,27269,660107,433687
2575,-1,5,11,7,-2577,31395,655981,504897
2576,-1,5,11,8,-847,25686,661690,411823
2577,-1,5,11,9,-1095,30702,656674,492327
2578,-1,5,11,10,3683,28534,658842,452861
2579,-1,5,11,11,-2889,30859,656517,496633
2580,-1,5,11,12,4834,24809,662567,392110
2581,-1,5,11,13,-1466,31450,655926,504666
2582,-1,5,11,14,468,26960,660416,430892
2583,-1,5,11,15,4218,29462,657914,467174
2584,-1,5,11,16,703,25570,661806,408417
2585,-1,5,11,17,-1775,30148,657228,484143
2586,-1,5,11,18,-1482,29082,658294,466794
2587,-1,5,11,19,-7,29689,657687,475031
2588,-1,5,11,20,-1169,25651,661725,411585
2589,-1,5,11,21,531,30113,657263,481277
2590,-1,5,11,22,-592,25965,661411,416032
2591,-1,5,11,23,808,32431,654945,518088
2592,-1,5,13,0,4660,26868,660508,425228
2593,-1,5,13,1,2079,32272,655104,514273
2594,-1,5,13,2,1612,27261,660115,434564
2595,-1,5,13,3,-345,28163,659213,450953
2596,-1,5,13,4,1229,25735,661641,410531
2597,-1,5,13,5,-2362,33096,654280,531898
2598,-1,5,13,6,-875,25590,661786,410315
2599,-1,5,13,7,1585,29407,657969,468927
2600,-1,5,13,8,-5102,26459,660917,428446
2601,-1,5,13,9,-315,32219,655157,515819
2602,-1,5,13,10,138,26890,660486,430102
2603,-1,5,13,11,-3563,27669,659707,446267
2604,-1,5,13,12,1787,26650,660726,424613
2605,-1,5,13,13,1888,30547,656829,486864
2606,-1,5,13,14,2824,27183,660193,432104
2607,-1,5,13,15,-966,31703,655673,508214
2608,-1,5,13,16,259,25275,662101,404141
2609,-1,5,13,17,1898,30629,656747,488166
2610,-1,5,13,18,-2622,28518,658858,458910
2611,-1,5,13,19,-1626,29772,657604,477978
2612,-1,5,13,20,1222,26232,661144,418490
2613,-1,5,13,21,-1912,30494,656882,489816
2614,-1,5,13,22,-14,28006,659370,448110
2615,-1,5,13,23,-1479,30738,656638,493287
2616,-1,5,17,0,1041,26573,660803,424127
2617,-1,5,17,1,-1922,30038,657338,482530
2618,-1,5,17,2,-44,26631,660745,426140
2619,-1,5,17,3,1259,28178,659198,449589
2620,-1,5,17,4,1278,26218,661158,418210
2621,-1,5,17,5,682,31983,655393,511046
2622,-1,5,17,6,-1949,29215,658161,469389
2623,-1,5,17,7,-2985,29217,658159,470457
2624,-1,5,17,8,-2793,24544,662832,395497
2625,-1,5,17,9,3562,31968,655408,507926
2626,-1,5,17,10,647,26421,660955,422089
2627,-1,5,17,11,-2003,30462,656914,489395
2628,-1,5,17,12,3525,25959,661417,411819
2629,-1,5,17,13,-446,32152,655224,514878
2630,-1,5,17,14,-96,27075,660301,433296
2631,-1,5,17,15,154,31393,655983,502134
2632,-1,5,17,16,205,25506,661870,407891
2633,-1,5,17,17,-3297,31459,655917,506641
2634,-1,5,17,18,1696,26128,661248,416352
2635,-1,5,17,19,-3274,29456,657920,474570
2636,-1,5,17,20,799,28419,658957,453905
2637,-1,5,17,21,2697,31657,655719,503815
2638,-1,5,17,22,809,27978,659398,446839
2639,-1,5,17,23,455,28746,658630,459481
2640,-1,5,19,0,-623,25726,661650,412239
2641,-1,5,19,1,-2610,29900,657476,481010
2642,-1,5,19,2,-1318,29715,657661,476758
2643,-1,5,19,3,1947,30541,656835,486709
2644,-1,5,19,4,583,24675,662701,394217
2645,-1,5,19,5,-1119,29328,658048,470367
2646,-1,5,19,6,2070,27105,660271,431610
2647,-1,5,19,7,1960,29626,657750,472056
2648,-1,5,19,8,372,26014,661362,415852
2649,-1,5,19,9,-1528,29171,658205,468264
2650,-1,5,19,10,3778,27792,659584,440894
2651,-1,5,19,11,-4115,31140,656236,502355
2652,-1,5,19,12,2348,26314,661062,418676
2653,-1,5,19,13,1286,30686,656690,489690
2654,-1,5,19,14,1623,25881,661495,412473
2655,-1,5,19,15,-2548,32106,655270,516244
2656,-1,5,19,16,-1549,26231,661145,421245
2657,-1,5,19,17,-3309,30108,657268,485037
2658,-1,5,19,18,-845,28481,658895,456541
2659,-1,5,19,19,3290,31786,655590,505286
2660,-1,5,19,20,-121,25525,661851,408521
2661,-1,5,19,21,-1409,30761,656615,493585
2662,-1,5,19,22,-1200,27208,660168,436528
2663,-1,5,19,23,3037,31556,655820,501859
2664,-1,5,23,0,466,26774,660602,427918
2665,-1,5,23,1,-2663,30348,657028,488231
2666,-1,5,23,2,-916,26944,660432,432020
2667,-1,5,23,3,2089,30390,656986,484151
2668,-1,5,23,4,-494,26892,660484,430766
2669,-1,5,23,5,849,31872,655504,509103
2670,-1,5,23,6,1769,28430,658946,453111
2671,-1,5,23,7,-1406,29225,658151,469006
2672,-1,5,23,8,-1293,24340,663036,390733
2673,-1,5,23,9,129,30359,657017,485615
2674,-1,5,23,10,779,27330,660046,436501
2675,-1,5,23,11,1302,33655,653721,537178
2676,-1,5,23,12,2712,24750,662626,393288
2677,-1,5,23,13,-3380,29431,657945,474276
2678,-1,5,23,14,798,28388,658988,453410
2679,-1,5,23,15,6147,31991,655385,505709
2680,-1,5,23,16,342,24732,662644,395370
2681,-1,5,23,17,-2931,27488,659888,442739
2682,-1,5,23,18,-634,27921,659455,447370
2683,-1,5,23,19,-1178,31859,655517,510922
2684,-1,5,23,20,-723,26997,660379,432675
2685,-1,5,23,21,-693,30456,656920,487989
2686,-1,5,23,22,2312,27169,660207,432392
2687,-1,5,23,23,-3383,29635,657741,477543
2688,-1,6,1,0,776,25356,662020,404920
2689,-1,6,1,1,-1915,30668,656708,492603
2690,-1,6,1,2,946,26306,661070,419950
2691,-1,6,1,3,-1325,31464,655912,504749
2692,-1,6,1,4,-2465,25606,661770,412161
2693,-1,6,1,5,-2013,30946,656430,497149
2694,-1,6,1,6,1105,27148,660228,433263
2695,-1,6,1,7,1549,31469,655907,501955
2696,-1,6,1,8,1815,26536,660840,422761
2697,-1,6,1,9,292,30132,657244,481820
2698,-1,6,1,10,4607,25851,661525,409009
2699,-1,6,1,11,-1314,28872,658504,463266
2700,-1,6,1,12,-2172,27896,659480,448508
2701,-1,6,1,13,1327,31782,655594,507185
2702,-1,6,1,14,-1708,27915,659461,448348
2703,-1,6,1,15,1299,28454,658922,453965
2704,-1,6,1,16,-1418,25046,662330,402154
2705,-1,6,1,17,-191,32618,654758,522079
2706,-1,6,1,18,3363,27456,659920,435933
2707,-1,6,1,19,2515,27885,659491,443645
2708,-1,6,1,20,4588,26823,660553,424580
2709,-1,6,1,21,-1354,32703,654673,524602
2710,-1,6,1,22,-3797,29035,658341,468357
2711,-1,6,1,23,-4510,29409,657967,475054
2712,-1,6,5,0,-1124,25905,661471,415604
2713,-1,6,5,1,-2145,31324,656052,503329
2714,-1,6,5,2,4006,27685,659691,438954
2715,-1,6,5,3,903,29356,658020,468793
2716,-1,6,5,4,241,25670,661706,410479
2717,-1,6,5,5,3061,32005,655371,509019
2718,-1,6,5,6,2035,29039,658337,462589
2719,-1,6,5,7,40,30722,656654,491512
2720,-1,6,5,8,-187,26685,660691,427147
2721,-1,6,5,9,602,31739,655637,507222
2722,-1,6,5,10,-1070,28815,658561,462110
2723,-1,6,5,11,-1143,28281,659095,453639
2724,-1,6,5,12,-918,26338,661038,422326
2725,-1,6,5,13,-1336,30672,656704,492088
2726,-1,6,5,14,-2047,26186,661190,421023
2727,-1,6,5,15,-2805,30001,657375,482821
2728,-1,6,5,16,4452,26367,661009,417420
2729,-1,6,5,17,376,31780,655596,508104
2730,-1,6,5,18,996,26455,660921,422284
2731,-1,6,5,19,-749,28212,659164,452141
2732,-1,6,5,20,-1340,26298,661078,422108
2733,-1,6,5,21,-4412,31329,656047,505676
2734,-1,6,5,22,596,25531,661845,407900
2735,-1,6,5,23,1968,30981,656395,493728
2736,-1,6,7,0,-1301,23596,663780,378837
2737,-1,6,7,1,2282,30374,657002,483702
2738,-1,6,7,2,-17,27549,659827,440801
2739,-1,6,7,3,476,33082,654294,528836
2740,-1,6,7,4,2185,24801,662575,394631
2741,-1,6,7,5,-4554,30269,657107,488858
2742,-1,6,7,6,2297,28395,658981,452023
2743,-1,6,7,7,157,30268,657108,484131
2744,-1,6,7,8,4170,26174,661202,414614
2745,-1,6,7,9,-2378,28977,658399,466010
2746,-1,6,7,10,-3352,27141,660235,437608
2747,-1,6,7,11,-1549,31776,655600,509965
2748,-1,6,7,12,16,28330,659046,453264
2749,-1,6,7,13,3,30312,657064,484989
2750,-1,6,7,14,-934,28081,659295,450230
2751,-1,6,7,15,-2758,29454,657922,474022
2752,-1,6,7,16,-2636,26233,661143,422364
2753,-1,6,7,17,2247,29224,658152,465337
2754,-1,6,7,18,2060,27535,659841,438500
2755,-1,6,7,19,1034,30850,656526,492566
2756,-1,6,7,20,2422,25776,661600,409994
2757,-1,6,7,21,3572,31240,656136,496268
2758,-1,6,7,22,730,27363,660013,437078
2759,-1,6,7,23,-4172,30576,656800,493388
2760,-1,6,11,0,-956,26801,660575,429772
2761,-1,6,11,1,158,28560,658816,456802
2762,-1,6,11,2,-61,28410,658966,454621
2763,-1,6,11,3,-2999,32417,654959,521671
2764,-1,6,11,4,1302,26210,661166,418058
2765,-1,6,11,5,2668,29339,658037,466756
2766,-1,6,11,6,1840,27194,660182,433264
2767,-1,6,11,7,-1359,31458,655918,504687
2768,-1,6,11,8,-261,25796,661580,412997
2769,-1,6,11,9,-2396,30636,656740,492572
2770,-1,6,11,10,-2792,28147,659229,453144
2771,-1,6,11,11,139,31066,656310,496917
2772,-1,6,11,12,-1097,24535,662841,393657
2773,-1,6,11,13,-1275,31368,656008,503163
2774,-1,6,11,14,20,26968,660408,431468
2775,-1,6,11,15,-296,29260,658116,468456
2776,-1,6,11,16,5134,25888,661488,409074
2777,-1,6,11,17,2038,30381,656995,484058
2778,-1,6,11,18,1202,29207,658169,466110
2779,-1,6,11,19,-1714,29544,657832,474418
2780,-1,6,11,20,734,25680,661696,410146
2781,-1,6,11,21,-21,30112,657264,481813
2782,-1,6,11,22,575,26138,661238,417633
2783,-1,6,11,23,-583,32261,655115,516759
2784,-1,6,13,0,-2315,26583,660793,427643
2785,-1,6,13,1,-107,32084,655292,513451
2786,-1,6,13,2,-693,27128,660248,434741
2787,-1,6,13,3,2281,28351,659025,451335
2788,-1,6,13,4,-1398,25591,661785,410854
2789,-1,6,13,5,-486,33138,654238,530694
2790,-1,6,13,6,1841,25765,661611,410399
2791,-1,6,13,7,2996,29459,657917,468348
2792,-1,6,13,8,7941,27313,660063,429067
2793,-1,6,13,9,658,32333,655043,516670
2794,-1,6,13,10,1998,26988,660388,429810
2795,-1,6,13,11,-4338,27603,659773,445986
2796,-1,6,13,12,919,26669,660707,425785
2797,-1,6,13,13,-481,30366,657010,486337
2798,-1,6,13,14,-69,27093,660283,433557
2799,-1,6,13,15,-2307,31567,655809,507379
2800,-1,6,13,16,-2485,25061,662315,403461
2801,-1,6,13,17,-1718,30426,656950,488534
2802,-1,6,13,18,2627,28839,658537,458797
2803,-1,6,13,19,1068,29895,657481,477252
2804,-1,6,13,20,-1538,26046,661330,418274
2805,-1,6,13,21,-1720,30502,656874,489752
2806,-1,6,13,22,-1188,27898,659478,447556
2807,-1,6,13,23,-1486,30678,656698,492334
2808,-1,6,17,0,-1407,26421,660955,424143
2809,-1,6,17,1,-3684,29842,657534,481156
2810,-1,6,17,2,5075,26934,660442,425869
2811,-1,6,17,3,-3082,27859,659517,448826
2812,-1,6,17,4,1615,26243,661133,418273
2813,-1,6,17,5,183,31887,655489,510009
2814,-1,6,17,6,979,29390,657986,469261
2815,-1,6,17,7,-985,29228,658148,468633
2816,-1,6,17,8,-498,24723,662653,396066
2817,-1,6,17,9,-1384,31678,655698,508232
2818,-1,6,17,10,1789,26575,660801,423411
2819,-1,6,17,11,2682,30656,656720,487814
2820,-1,6,17,12,-635,25822,661554,413787
2821,-1,6,17,13,203,32154,655222,514261
2822,-1,6,17,14,-3116,26937,660439,434108
2823,-1,6,17,15,1180,31498,655878,502788
2824,-1,6,17,16,3078,25794,661582,409626
2825,-1,6,17,17,3254,31898,655478,507114
2826,-1,6,17,18,2052,26104,661272,415612
2827,-1,6,17,19,276,29706,657670,475020
2828,-1,6,17,20,-1029,28260,659116,453189
2829,-1,6,17,21,-2426,31390,655986,504666
2830,-1,6,17,22,-2263,27771,659605,446599
2831,-1,6,17,23,-1857,28606,658770,459553
2832,-1,6,19,0,-245,25827,661549,413477
2833,-1,6,19,1,1699,30118,657258,480189
2834,-1,6,19,2,-73,29794,657582,476777
2835,-1,6,19,3,-2586,30265,657111,486826
2836,-1,6,19,4,-2030,24534,662842,394574
2837,-1,6,19,5,956,29362,658014,468836
2838,-1,6,19,6,3334,27286,660090,433242
2839,-1,6,19,7,-387,29494,657882,472291
2840,-1,6,19,8,2583,26158,661218,415945
2841,-1,6,19,9,1364,29328,658048,467884
2842,-1,6,19,10,-2601,27326,660050,439817
2843,-1,6,19,11,-3566,31138,656238,501774
2844,-1,6,19,12,-1040,26099,661277,418624
2845,-1,6,19,13,586,30568,656808,488502
2846,-1,6,19,14,-878,25836,661540,414254
2847,-1,6,19,15,304,32271,655105,516032
2848,-1,6,19,16,1579,26500,660876,422421
2849,-1,6,19,17,-3263,30131,657245,485359
2850,-1,6,19,18,1023,28644,658732,457281
2851,-1,6,19,19,1578,31624,655752,504406
2852,-1,6,19,20,4009,25792,661584,408663
2853,-1,6,19,21,-170,30889,656487,494394
2854,-1,6,19,22,-21,27178,660198,434869
2855,-1,6,19,23,-2155,31214,656162,501579
2856,-1,6,23,0,300,26888,660488,429908
2857,-1,6,23,1,-679,30418,656958,487367
2858,-1,6,23,2,-2210,26928,660448,433058
2859,-1,6,23,3,1085,30396,656980,485251
2860,-1,6,23,4,5669,27326,660050,431547
2861,-1,6,23,5,-671,31768,655608,508959
2862,-1,6,23,6,861,28338,659038,452547
2863,-1,6,23,7,-1850,29152,658224,468282
2864,-1,6,23,8,-834,24343,663033,390322
2865,-1,6,23,9,-2547,30205,657171,485827
2866,-1,6,23,10,-1280,27234,660142,437024
2867,-1,6,23,11,99,33462,653914,535293
2868,-1,6,23,12,-2353,24448,662928,393521
2869,-1,6,23,13,-438,29510,657866,472598
2870,-1,6,23,14,2169,28450,658926,453031
2871,-1,6,23,15,-4380,31281,656095,504876
2872,-1,6,23,16,767,24772,662604,395585
2873,-1,6,23,17,5377,27952,659424,441855
2874,-1,6,23,18,2181,28063,659313,446827
2875,-1,6,23,19,-1223,31850,655526,510823
2876,-1,6,23,20,1307,27133,660243,432821
2877,-1,6,23,21,130,30543,656833,488558
2878,-1,6,23,22,-937,27051,660325,433753
2879,-1,6,23,23,-543,29865,657511,478383
2880,-1,7,1,0,2418,25419,661957,404286
2881,-1,7,1,1,1129,30905,656471,493351
2882,-1,7,1,2,1333,26259,661117,418811
2883,-1,7,1,3,-5062,31224,656152,504646
2884,-1,7,1,4,2355,25938,661438,412653
2885,-1,7,1,5,-887,31004,656372,496951
2886,-1,7,1,6,-4692,26798,660578,433460
2887,-1,7,1,7,6459,31693,655683,500629
2888,-1,7,1,8,5639,26814,660562,423385
2889,-1,7,1,9,-2186,29915,657461,480826
2890,-1,7,1,10,-1630,25556,661820,410526
2891,-1,7,1,11,-1429,28832,658544,462741
2892,-1,7,1,12,-1601,27878,659498,447649
2893,-1,7,1,13,-3402,31554,655822,508266
2894,-1,7,1,14,-1455,27899,659477,447839
2895,-1,7,1,15,-1313,28319,659057,454417
2896,-1,7,1,16,-810,25099,662277,402394
2897,-1,7,1,17,-3713,32449,654927,522897
2898,-1,7,1,18,753,27305,660071,436127
2899,-1,7,1,19,-140,27668,659708,442828
2900,-1,7,1,20,6343,26931,660445,424553
2901,-1,7,1,21,-1911,32686,654690,524887
2902,-1,7,1,22,127,29260,658116,468033
2903,-1,7,1,23,3675,29971,657405,475861
2904,-1,7,5,0,3017,26201,661175,416199
2905,-1,7,5,1,1411,31571,655805,503725
2906,-1,7,5,2,-199,27505,659871,440279
2907,-1,7,5,3,5095,29598,657778,468473
2908,-1,7,5,4,5704,25975,661401,409896
2909,-1,7,5,5,-214,31821,655555,509350
2910,-1,7,5,6,-4266,28611,658765,462042
2911,-1,7,5,7,-2391,30526,656850,490807
2912,-1,7,5,8,960,26832,660544,428352
2913,-1,7,5,9,-3873,31396,655980,506209
2914,-1,7,5,10,-1720,28696,658680,460856
2915,-1,7,5,11,3179,28541,658835,453477
2916,-1,7,5,12,3868,26529,660847,420596
2917,-1,7,5,13,-4510,30563,656813,493518
2918,-1,7,5,14,1847,26421,660955,420889
2919,-1,7,5,15,209,30180,657196,482671
2920,-1,7,5,16,-283,26015,661361,416523
2921,-1,7,5,17,-1378,31722,655654,508930
2922,-1,7,5,18,-3224,26220,661156,422744
2923,-1,7,5,19,-1525,28250,659126,453525
2924,-1,7,5,20,1078,26527,660849,423354
2925,-1,7,5,21,-2406,31440,655936,505446
2926,-1,7,5,22,1998,25624,661752,407986
2927,-1,7,5,23,-2377,30612,656764,492169
2928,-1,7,7,0,-803,23651,663725,379219
2929,-1,7,7,1,192,30193,657183,482896
2930,-1,7,7,2,136,27526,659850,440280
2931,-1,7,7,3,-4793,32764,654612,529017
2932,-1,7,7,4,-617,24587,662789,394009
2933,-1,7,7,5,-3545,30322,657054,488697
2934,-1,7,7,6,-6018,27792,659584,450690
2935,-1,7,7,7,-659,30264,657112,484883
2936,-1,7,7,8,5877,26262,661114,414315
2937,-1,7,7,9,1578,29232,658144,466134
2938,-1,7,7,10,-985,27404,659972,439449
2939,-1,7,7,11,245,31971,655405,511291
2940,-1,7,7,12,3894,28547,658829,452858
2941,-1,7,7,13,3294,30501,656875,484722
2942,-1,7,7,14,5289,28401,658975,449127
2943,-1,7,7,15,-1661,29446,657930,472797
2944,-1,7,7,16,-665,26317,661059,421737
2945,-1,7,7,17,4001,29388,657988,466207
2946,-1,7,7,18,-195,27410,659966,438755
2947,-1,7,7,19,1219,30862,656514,492573
2948,-1,7,7,20,558,25714,661662,410866
2949,-1,7,7,21,-5596,30702,656674,496828
2950,-1,7,7,22,2309,27545,659831,438411
2951,-1,7,7,23,-3055,30575,656801,492255
2952,-1,7,11,0,-36,26883,660493,430164
2953,-1,7,11,1,-1392,28561,658815,458368
2954,-1,7,11,2,4176,28804,658572,456688
2955,-1,7,11,3,-1181,32511,654865,521357
2956,-1,7,11,4,7256,26506,660870,416840
2957,-1,7,11,5,1221,29198,658178,465947
2958,-1,7,11,6,1096,27138,660238,433112
2959,-1,7,11,7,-3557,31324,656052,504741
2960,-1,7,11,8,874,25917,661459,413798
2961,-1,7,11,9,-550,30776,656600,492966
2962,-1,7,11,10,-1927,28209,659167,453271
2963,-1,7,11,11,-404,31004,656372,496468
2964,-1,7,11,12,2205,24639,662737,392019
2965,-1,7,11,13,230,31461,655915,503146
2966,-1,7,11,14,3359,27160,660216,431201
2967,-1,7,11,15,-2242,29020,658356,466562
2968,-1,7,11,16,2668,25729,661647,408996
2969,-1,7,11,17,-2583,30035,657341,483143
2970,-1,7,11,18,-3870,28901,658475,466286
2971,-1,7,11,19,-2296,29564,657812,475320
2972,-1,7,11,20,-4723,25404,661972,411187
2973,-1,7,11,21,2998,30307,657069,481914
2974,-1,7,11,22,-2298,25866,661510,416154
2975,-1,7,11,23,976,32459,654917,518368
2976,-1,7,13,0,-619,26612,660764,426411
2977,-1,7,13,1,-485,32059,655317,513429
2978,-1,7,13,2,568,27142,660234,433704
2979,-1,7,13,3,-2882,28104,659272,452546
2980,-1,7,13,4,1345,25713,661663,410063
2981,-1,7,13,5,-1986,33055,654321,530866
2982,-1,7,13,6,77,25668,661708,410611
2983,-1,7,13,7,-656,29200,658176,467856
2984,-1,7,13,8,4113,27112,660264,429679
2985,-1,7,13,9,-741,32232,655144,516453
2986,-1,7,13,10,-1695,26844,660532,431199
2987,-1,7,13,11,2656,28124,659252,447328
2988,-1,7,13,12,1436,26685,660691,425524
